subscription_id,account_id,plan,monthly_revenue,annual_contract_value,renewal_date,status
SUB000382,ACC001460,Professional,4522.94,53271.98,2027-03-22,Active
SUB000383,ACC000946,Growth,595.08,6816.99,2027-01-04,Active
SUB000384,ACC001390,Starter,488.18,5364.14,2026-07-10,Trial
SUB000385,ACC000855,Growth,1348.19,14235.01,2026-12-19,Active
SUB000386,ACC000315,Enterprise,17687.33,203917.84,2026-07-24,Active
SUB000387,ACC001084,Enterprise,40871.33,470364.89,2027-01-29,Active
SUB000388,ACC000213,Professional,7040.01,74910.13,2026-07-07,Trial
SUB000389,ACC002799,Growth,627.0,6566.42,2027-04-02,Active
SUB000390,ACC000415,Professional,7259.07,76533.36,2026-04-09,Active
SUB000391,ACC002368,Growth,571.04,5865.3,2027-04-03,Active
SUB000392,ACC000449,Professional,4534.23,48793.3,2027-05-06,Active
SUB000393,ACC000336,Growth,1789.61,19652.7,2026-07-10,Trial
SUB000394,ACC001780,Professional,5624.75,65034.58,2027-05-14,Active
SUB000395,ACC002586,Growth,1996.88,23360.91,2026-07-01,Cancelled
SUB000396,ACC000222,Professional,7302.42,83432.6,2027-05-24,Active
SUB000397,ACC001608,Growth,1683.6,18128.61,2026-01-11,Cancelled
SUB000398,ACC001045,Professional,4580.18,51517.94,2026-07-14,Trial
SUB000399,ACC000917,Starter,363.38,3769.24,2026-07-24,Active
SUB000400,ACC001347,Enterprise,26218.73,291717.1,2027-04-24,Active
SUB000401,ACC002886,Growth,963.41,10030.67,2026-03-11,Paused
SUB000402,ACC001785,Professional,6224.93,74444.32,2027-05-09,Active
SUB000403,ACC000434,Professional,7314.51,85386.31,2026-07-31,Active
SUB000404,ACC002678,Professional,4617.99,54811.54,2027-01-14,Active
SUB000405,ACC002421,Professional,5683.82,65281.65,2026-12-20,Active
SUB000406,ACC001793,Professional,3385.43,39520.88,2027-07-04,Active
SUB000407,ACC000511,Enterprise,21861.41,243092.01,2026-07-21,Trial
SUB000408,ACC001560,Starter,212.11,2538.58,2026-03-26,Paused
SUB000409,ACC001181,Professional,3905.82,45990.78,2026-08-03,Trial
SUB000410,ACC000729,Professional,3315.38,39734.66,2026-02-13,Cancelled
SUB000411,ACC002909,Growth,1921.36,21770.29,2026-07-20,Trial
SUB000412,ACC001538,Professional,2743.47,32333.39,2027-03-23,Active
SUB000413,ACC001229,Growth,1419.13,14972.24,2026-07-19,Active
SUB000414,ACC002564,Professional,5347.87,60438.98,2026-12-12,Active
SUB000415,ACC001914,Professional,5474.65,57810.33,2027-03-22,Active
SUB000416,ACC000139,Enterprise,13740.18,149762.68,2026-12-02,Active
SUB000417,ACC000360,Professional,2120.06,23199.52,2026-07-05,Cancelled
SUB000418,ACC002734,Growth,1421.57,14546.16,2026-10-22,Active
SUB000419,ACC002029,Growth,1099.85,12526.2,2026-07-29,Trial
SUB000420,ACC002498,Enterprise,17923.16,201647.62,2027-03-18,Active
SUB000421,ACC001241,Starter,232.01,2499.68,2027-01-05,Active
SUB000422,ACC000563,Professional,6309.07,66437.54,2026-02-09,Paused
SUB000423,ACC000506,Starter,241.2,2671.02,2026-07-14,Trial
SUB000424,ACC001817,Growth,1626.24,18806.69,2026-07-30,Active
SUB000425,ACC001044,Starter,363.35,3723.38,2026-08-13,Active
SUB000426,ACC000815,Starter,138.06,1422.75,2027-03-12,Active
SUB000427,ACC000775,Starter,206.23,2414.27,2027-04-24,Active
SUB000428,ACC002691,Professional,3236.05,34466.48,2026-08-26,Active
SUB000429,ACC002949,Professional,3815.77,40991.79,2026-07-28,Trial
SUB000430,ACC001558,Professional,4179.29,48066.8,2026-08-02,Trial
SUB000431,ACC002620,Enterprise,42919.34,493586.91,2026-10-05,Active
SUB000432,ACC002417,Starter,120.43,1306.35,2026-09-15,Active
SUB000433,ACC001708,Professional,5821.69,61385.96,2027-03-31,Active
SUB000434,ACC001597,Enterprise,33774.48,363603.81,2026-08-01,Trial
SUB000435,ACC002217,Enterprise,17344.46,197093.82,2026-07-21,Trial
SUB000436,ACC001198,Enterprise,22080.02,253113.27,2026-09-28,Active
SUB000437,ACC001834,Growth,1840.84,19254.1,2027-02-04,Active
SUB000438,ACC001692,Enterprise,43106.61,449256.57,2026-05-23,Active
SUB000439,ACC002028,Professional,4562.03,46680.31,2027-06-10,Active
SUB000440,ACC002240,Starter,318.24,3306.7,2026-06-14,Paused
SUB000441,ACC001557,Professional,6248.43,74761.91,2027-02-23,Active
SUB000442,ACC001189,Professional,6969.52,79067.4,2027-06-28,Active
SUB000443,ACC001667,Starter,460.64,5028.76,2026-07-14,Trial
SUB000444,ACC002229,Growth,636.93,7237.3,2026-02-02,Paused
SUB000445,ACC001176,Professional,2304.1,24309.14,2026-08-01,Trial
SUB000446,ACC000289,Growth,-1401.57,16112.42,2027-03-17,Active
SUB000447,ACC001218,Growth,,16131.53,2027-04-27,Active
SUB000448,ACC001581,Enterprise,11347.29,128632.52,2026-04-25,Active
SUB000449,ACC001104,Growth,1359.55,15349.25,2026-07-21,Trial
SUB000450,ACC001504,Enterprise,14979.59,159839.17,2026-04-28,Paused
SUB000451,ACC000417,Professional,7400.19,87735.04,2026-09-16,Active
SUB000452,ACC002173,Growth,1165.33,12965.95,2026-07-14,Trial
SUB000453,ACC001400,Enterprise,34954.3,397004.61,2027-05-22,Active
SUB000454,ACC002517,Enterprise,25461.93,293868.21,2026-11-23,Active
SUB000455,ACC001323,Enterprise,24365.91,253411.52,2026-09-25,Active
SUB000456,ACC001865,Growth,1700.43,18971.5,2026-01-25,Paused
SUB000457,ACC002895,Enterprise,29092.62,334672.01,2026-06-16,Cancelled
SUB000458,ACC001646,Professional,4220.63,43774.51,2026-06-26,Paused
SUB000459,ACC002892,Professional,6217.87,67224.04,2026-08-01,Trial
SUB000460,ACC002244,Enterprise,38907.51,452944.58,2026-03-30,Cancelled
SUB000461,ACC001444,Enterprise,28681.51,319340.01,2026-08-15,Active
SUB000462,ACC000585,Enterprise,18839.96,212726.49,2026-11-18,Active
SUB000463,ACC001549,Growth,1620.46,18361.16,2027-03-04,Active
SUB000464,ACC001617,Growth,560.5,6459.64,2026-10-10,Active
SUB000465,ACC001127,Enterprise,39303.94,469606.72,2027-05-18,Active
SUB000466,ACC001448,Growth,998.18,11535.07,2026-06-16,Paused
SUB000467,ACC001158,Growth,946.39,10153.65,2026-07-14,Trial
SUB000468,ACC002930,Enterprise,35610.62,407169.63,2027-01-03,Active
SUB000469,ACC001409,Starter,391.85,4584.41,2026-07-19,Active
SUB000470,ACC000710,Enterprise,26834.72,319271.67,2026-07-31,Trial
SUB000471,ACC000858,Enterprise,25398.35,277647.51,2026-04-03,Cancelled
SUB000472,ACC002582,Starter,390.78,4094.1,2026-07-10,Trial
SUB000473,ACC002966,Starter,151.54,1666.64,2027-02-06,Active
SUB000474,ACC002669,Enterprise,14150.17,165810.15,2027-01-30,Active
SUB000475,ACC001111,Starter,372.7,4082.81,2026-10-12,Active
SUB000476,ACC001519,Starter,182.08,1872.95,2026-06-26,Cancelled
SUB000477,ACC001884,Enterprise,23319.92,273059.22,2026-07-01,Cancelled
SUB000478,ACC001837,Starter,185.54,1913.58,2027-04-21,Active
SUB000479,ACC000389,Professional,6857.61,81889.25,2027-02-06,Active
SUB000480,ACC001920,Growth,973.71,11014.42,2026-12-10,Active
SUB000481,ACC002954,Professional,5058.85,55020.89,2026-10-21,Active
SUB000482,ACC002631,Starter,194.77,2238.59,2026-08-01,Active
SUB000483,ACC000455,Professional,4097.36,42946.3,2027-01-01,Active
SUB000484,ACC001200,Starter,254.52,2794.49,2026-11-24,Active
SUB000485,ACC002741,Growth,1191.5,12381.81,2026-08-02,Active
SUB000486,ACC001421,Starter,207.14,2120.72,2026-01-21,Cancelled
SUB000487,ACC002481,Professional,2147.36,25740.02,2027-05-13,Active
SUB000488,ACC002982,Growth,1770.53,20356.46,2027-04-28,Active
SUB000489,ACC000211,Enterprise,10895.4,116885.74,2026-05-13,Paused
SUB000490,ACC001155,Professional,5160.8,59147.93,2027-02-20,Active
SUB000491,ACC001605,Professional,5472.65,55902.74,2027-02-10,Active
SUB000492,ACC000852,Enterprise,19281.18,218312.59,2026-08-18,Active
SUB000493,ACC001578,Enterprise,36441.4,383570.61,2026-08-03,Active
SUB000494,ACC001655,Growth,1184.16,12926.66,2026-11-29,Active
SUB000495,ACC002957,Growth,1136.53,11624.69,2026-04-12,Cancelled
SUB000496,ACC001238,Growth,1647.09,18482.39,2026-10-10,Active
SUB000497,ACC000626,Professional,6337.23,65761.08,2026-05-02,Cancelled
SUB000498,ACC001945,Growth,1858.7,20737.87,2027-07-01,Active
SUB000499,ACC000421,Starter,117.43,1308.52,2027-03-25,Active
SUB000500,ACC001389,Professional,5670.57,63715.58,2026-08-08,Active
SUB000501,ACC002891,Starter,473.67,4847.77,2026-07-08,Trial
SUB000502,ACC002263,Growth,1284.75,13774.34,2027-05-26,Active
SUB000503,ACC000784,Enterprise,,207510.15,2026-06-02,Cancelled
SUB000504,ACC002440,Enterprise,20489.24,212443.69,2026-01-22,Cancelled
SUB000505,ACC000086,Professional,4366.67,52150.87,2026-07-15,Trial
SUB000506,ACC000425,Professional,6197.52,69514.32,2027-04-04,Active
SUB000507,ACC000159,Enterprise,,212166.67,2027-03-06,Active
SUB000508,ACC001716,Growth,1834.98,19341.68,2027-06-29,Active
SUB000509,ACC002429,Enterprise,23983.56,286982.1,2026-07-09,Trial
SUB000510,ACC002289,Enterprise,47320.16,523698.02,2026-06-21,Cancelled
SUB000511,ACC001769,Growth,1067.47,11711.79,2026-07-16,Trial
SUB000512,ACC001892,Growth,1503.62,16019.85,2026-10-22,Active
SUB000513,ACC000108,Starter,452.93,5236.12,2026-05-22,Cancelled
SUB000514,ACC002827,Professional,4757.97,52138.03,2025-12-05,Active
SUB000515,ACC002851,Professional,2085.8,24939.26,2027-02-11,Active
SUB000516,ACC002437,Professional,4179.9,45356.26,2027-03-22,Active
SUB000517,ACC002903,Enterprise,36314.1,424889.44,2026-11-29,Active
SUB000518,ACC002143,Growth,1627.97,17775.8,2026-05-24,Paused
SUB000519,ACC002366,Growth,816.17,9718.04,2027-06-10,Active
SUB000520,ACC002128,Growth,1141.41,13610.83,2026-07-28,Trial
SUB000521,ACC001923,Enterprise,-13828.98,159031.29,2026-07-23,Trial
SUB000522,ACC000470,Enterprise,45098.54,499786.61,2026-11-29,Active
SUB000523,ACC002354,Growth,579.04,6617.53,2026-07-11,Trial
SUB000524,ACC002646,Professional,4216.28,47169.16,2027-06-22,Active
SUB000525,ACC000219,Professional,3080.7,34128.73,2027-01-13,Active
SUB000526,ACC001182,Growth,1810.64,20701.82,2026-02-05,Cancelled
SUB000527,ACC001308,Growth,1757.19,19546.95,2026-08-05,Active
SUB000528,ACC000950,Growth,1780.58,18845.84,2026-04-13,Cancelled
SUB000529,ACC002231,Starter,296.18,3309.58,2026-04-11,Cancelled
SUB000530,ACC002532,Starter,399.93,4617.85,2026-04-25,Cancelled
SUB000531,ACC000988,Enterprise,32134.11,374998.02,2026-09-26,Active
SUB000532,ACC001407,Enterprise,26586.25,281630.78,2026-07-13,Active
SUB000533,ACC001477,Enterprise,34808.46,396838.86,2027-05-22,Active
SUB000534,ACC000635,Enterprise,41553.6,462199.8,2026-02-06,Paused
SUB000535,ACC001386,Enterprise,42941.15,504124.75,2027-07-05,Active
SUB000536,ACC000372,Enterprise,23874.35,274576.44,2026-09-18,Active
SUB000537,ACC002561,Enterprise,-21678.56,259798.6,2027-03-15,Active
SUB000538,ACC001604,Starter,402.86,4570.84,2027-03-26,Active
SUB000539,ACC002842,Professional,2951.68,31131.73,2026-07-20,Trial
SUB000540,ACC000554,Professional,5300.42,54968.15,2027-05-28,Active
SUB000541,ACC001637,Starter,476.49,4866.57,2026-04-28,Paused
SUB000542,ACC000524,Professional,4652.59,47675.7,2027-02-09,Active
SUB000543,ACC001628,Enterprise,22893.92,258226.06,2026-12-15,Active
SUB000544,ACC002772,Starter,384.82,3999.72,2026-12-18,Active
SUB000545,ACC001883,Growth,1404.26,14626.99,2026-04-18,Paused
SUB000546,ACC000912,Starter,373.41,4103.61,2027-06-04,Active
SUB000547,ACC002130,Enterprise,7948.91,85845.65,2027-05-07,Active
SUB000548,ACC002022,Enterprise,49186.24,502418.41,2026-09-01,Active
SUB000549,ACC000101,Professional,2959.85,31098.08,2026-02-24,Cancelled
SUB000550,ACC001335,Professional,6875.49,78065.43,2026-07-05,Cancelled
SUB000551,ACC001566,Professional,3228.65,33497.89,2027-02-12,Active
SUB000552,ACC000908,Enterprise,14158.16,152816.97,2026-09-18,Active
SUB000553,ACC001644,Starter,361.09,3686.78,2027-05-31,Active
SUB000554,ACC000843,Enterprise,41241.78,450243.79,2026-12-09,Active
SUB000555,ACC001599,Starter,488.03,5252.01,2026-06-15,Paused
SUB000556,ACC001775,Starter,329.89,3369.07,2026-07-24,Trial
SUB000557,ACC001779,Growth,1293.87,13456.36,2026-08-13,Active
SUB000558,ACC002261,Professional,4829.41,56301.22,2026-07-23,Active
SUB000559,ACC001505,Growth,1774.76,19821.37,2026-05-22,Cancelled
SUB000560,ACC001291,Enterprise,49873.25,531033.21,2026-08-03,Trial
SUB000561,ACC000714,Growth,1026.63,11123.34,2027-06-05,Active
SUB000562,ACC002963,Growth,1628.96,19092.56,2026-05-18,Cancelled
SUB000563,ACC000958,Growth,554.48,6305.94,2026-04-21,Paused
SUB000564,ACC001476,Professional,5529.41,60076.51,2026-07-27,Active
SUB000565,ACC002606,Enterprise,26033.36,298063.17,2027-02-06,Active
SUB000566,ACC002623,Enterprise,24762.37,289006.29,2025-12-17,Active
SUB000567,ACC002754,Professional,4899.72,55824.51,2027-03-24,Active
SUB000568,ACC000955,Enterprise,23418.92,242573.89,2026-08-02,Active
SUB000569,ACC001797,Professional,7061.09,78335.7,2026-12-09,Active
SUB000570,ACC000738,Professional,2340.63,25677.94,2026-09-28,Active
SUB000571,ACC000045,Professional,3504.63,40780.61,2026-07-18,Trial
SUB000572,ACC001833,Growth,941.94,11134.5,2026-10-19,Active
SUB000573,ACC000427,Starter,365.12,3838.41,2027-02-20,Active
SUB000574,ACC002411,Growth,1704.9,20054.72,2026-05-31,Cancelled
SUB000575,ACC001253,Starter,254.9,2644.45,2027-06-16,Active
SUB000576,ACC002283,Professional,3938.97,40609.25,2026-04-23,Active
SUB000577,ACC001862,Professional,6463.92,69561.08,2026-10-23,Active
SUB000578,ACC000386,Enterprise,26371.25,316381.26,2026-03-19,Active
SUB000579,ACC000379,Professional,,62788.54,2026-11-15,Active
SUB000580,ACC001453,Enterprise,18750.07,202978.19,2027-05-16,Active
SUB000581,ACC001480,Growth,713.84,8293.97,2027-04-09,Active
SUB000582,ACC000593,Enterprise,41976.91,449036.03,2027-05-14,Active
SUB000583,ACC001972,Growth,1263.79,13721.53,2026-02-01,Cancelled
SUB000584,ACC001717,Enterprise,-28561.24,334498.91,2027-02-15,Active
SUB000585,ACC001713,Starter,415.55,4536.29,2026-12-12,Active
SUB000586,ACC001861,Growth,793.52,9345.11,2026-09-08,Active
SUB000587,ACC001093,Enterprise,44148.63,511855.91,2026-02-27,Paused
SUB000588,ACC002876,Professional,4553.95,50019.94,2026-10-29,Active
SUB000589,ACC001666,Growth,515.1,5552.55,2026-07-06,Paused
SUB000590,ACC002714,Growth,1389.72,15227.55,2026-07-22,Trial
SUB000591,ACC002078,Growth,1108.18,12977.47,2027-04-25,Active
SUB000592,ACC000475,Starter,385.25,4051.17,2026-12-16,Active
SUB000593,ACC002427,Starter,247.54,2666.72,2027-03-19,Active
SUB000594,ACC002573,Professional,6877.82,75265.72,2027-04-01,Active
SUB000595,ACC002476,Enterprise,20377.61,222262.63,2027-03-18,Active
SUB000596,ACC001341,Professional,2481.1,27051.33,2026-08-08,Active
SUB000597,ACC002351,Starter,426.13,4807.32,2027-05-31,Active
SUB000598,ACC000394,Growth,1154.93,12289.05,2026-08-17,Active
SUB000599,ACC002541,Growth,737.83,7743.27,2026-10-29,Active
SUB000600,ACC000614,Starter,142.65,1532.18,2026-06-22,Cancelled
SUB000601,ACC001107,Enterprise,31973.08,360706.14,2026-03-26,Active
SUB000602,ACC001224,Professional,5560.71,56889.99,2027-03-15,Active
SUB000603,ACC002715,Professional,,44492.69,2026-03-19,Cancelled
SUB000604,ACC001979,Starter,114.16,1263.66,2026-12-01,Active
SUB000605,ACC001384,Starter,371.52,4243.78,2027-05-08,Active
SUB000606,ACC001998,Enterprise,45818.5,524016.8,2027-03-02,Active
SUB000607,ACC000673,Professional,4728.14,55455.24,2027-04-24,Active
SUB000608,ACC002457,Growth,1436.06,15710.44,2026-08-07,Active
SUB000609,ACC000799,Growth,1991.21,23262.49,2027-06-02,Active
SUB000610,ACC001210,Professional,4323.69,46344.56,2027-04-27,Active
SUB000611,ACC000163,Professional,5567.37,66357.87,2027-03-29,Active
SUB000612,ACC001149,Enterprise,28840.06,322685.3,2026-08-03,Trial
SUB000613,ACC002804,Enterprise,29196.93,331343.59,2026-08-05,Trial
SUB000614,ACC001217,Professional,4541.38,54424.85,2027-02-13,Active
SUB000615,ACC000696,Growth,1116.75,11663.69,2026-09-24,Active
SUB000616,ACC001839,Professional,5274.43,59315.07,2026-06-28,Cancelled
SUB000617,ACC000964,Professional,2671.36,31762.87,2027-04-18,Active
SUB000618,ACC000447,Starter,165.28,1772.51,2026-11-10,Active
SUB000619,ACC002152,Professional,6641.81,75228.55,2026-07-23,Trial
SUB000620,ACC000819,Professional,5488.18,60347.39,2027-02-13,Active
SUB000621,ACC002900,Starter,134.08,1431.16,2027-06-23,Active
SUB000622,ACC002671,Professional,2781.57,32927.46,2026-07-22,Trial
SUB000623,ACC000236,Enterprise,42660.92,437547.23,2026-11-28,Active
SUB000624,ACC001822,Professional,5476.27,61940.44,2026-04-09,Paused
SUB000625,ACC001090,Growth,1220.68,13854.56,2026-06-04,Paused
SUB000626,ACC002082,Enterprise,39155.24,444450.83,2027-05-03,Active
SUB000627,ACC001106,Enterprise,47728.25,557077.26,2026-07-17,Trial
SUB000628,ACC000985,Starter,472.77,4886.05,2026-07-06,Cancelled
SUB000629,ACC002773,Starter,155.44,1851.09,2027-03-08,Active
SUB000630,ACC002676,Enterprise,28453.41,334922.74,2026-01-13,Paused
SUB000631,ACC002750,Professional,4712.82,52154.33,2027-01-14,Active
SUB000632,ACC002233,Starter,164.68,1897.39,2026-05-09,Cancelled
SUB000633,ACC001568,Professional,2371.8,25867.65,2026-09-12,Active
SUB000634,ACC000535,Professional,3105.0,34687.71,2026-10-09,Active
SUB000635,ACC001475,Growth,,12509.08,2026-12-08,Active
SUB000636,ACC002803,Starter,360.59,3800.1,2026-07-24,Active
SUB000637,ACC002865,Professional,5910.2,69980.72,2026-10-12,Active
SUB000638,ACC002015,Professional,3595.37,39824.91,2026-09-24,Active
SUB000639,ACC000602,Growth,1693.04,18908.29,2026-11-13,Active
SUB000640,ACC001442,Professional,6524.21,73147.52,2027-04-25,Active
SUB000641,ACC002048,Growth,1837.01,20428.11,2026-03-30,Cancelled
SUB000642,ACC000243,Growth,1816.48,19250.68,2026-06-10,Paused
SUB000643,ACC001766,Enterprise,44608.59,510044.72,2027-03-09,Active
SUB000644,ACC001092,Growth,1264.36,14460.18,2027-01-21,Active
SUB000645,ACC001129,Starter,243.69,2503.81,2026-06-18,Cancelled
SUB000646,ACC002189,Enterprise,33553.06,400234.34,2026-12-22,Active
SUB000647,ACC002801,Professional,4221.62,47597.76,2026-09-20,Active
SUB000648,ACC001361,Enterprise,23230.66,257855.13,2026-08-12,Active
SUB000649,ACC002643,Growth,798.04,8706.79,2027-02-21,Active
SUB000650,ACC002723,Growth,872.89,9304.38,2026-08-05,Trial
SUB000651,ACC002275,Professional,5381.73,55333.56,2027-03-13,Active
SUB000652,ACC002405,Growth,756.82,8092.4,2026-08-03,Trial
SUB000653,ACC001784,Enterprise,28573.75,312297.93,2027-04-11,Active
SUB000654,ACC000646,Professional,5612.47,65472.28,2026-07-17,Active
SUB000655,ACC002722,Starter,226.01,2313.25,2026-08-26,Active
SUB000656,ACC001537,Enterprise,47355.35,498365.75,2027-04-28,Active
SUB000657,ACC000486,Growth,1073.88,11881.77,2026-07-31,Trial
SUB000658,ACC000025,Growth,1309.34,13978.53,2027-02-13,Active
SUB000659,ACC001499,Professional,2539.09,26941.49,2027-03-20,Active
SUB000660,ACC001429,Starter,304.24,3158.02,2026-02-24,Cancelled
SUB000661,ACC001433,Professional,2117.05,23899.39,2027-03-06,Active
SUB000662,ACC002701,Enterprise,8673.76,93997.48,2027-05-26,Active
SUB000663,ACC001758,Starter,497.11,5496.94,2027-03-14,Active
SUB000664,ACC002940,Professional,6923.95,81848.44,2026-10-04,Active
SUB000665,ACC000617,Growth,1889.1,22200.26,2026-07-09,Trial
SUB000666,ACC002575,Starter,212.3,2166.79,2027-02-20,Active
SUB000667,ACC001412,Growth,925.82,10583.79,2027-04-25,Active
SUB000668,ACC001516,Growth,775.83,8183.25,2026-07-24,Trial
SUB000669,ACC002280,Starter,471.13,5280.7,2026-03-29,Paused
SUB000670,ACC002090,Professional,4902.79,58319.64,2026-08-14,Active
SUB000671,ACC000683,Starter,281.77,2958.09,2026-11-04,Active
SUB000672,ACC002576,Enterprise,12683.44,138208.24,2027-03-11,Active
SUB000673,ACC001352,Professional,7157.53,74303.14,2027-04-18,Active
SUB000674,ACC002009,Growth,970.7,11037.26,2026-07-16,Trial
SUB000675,ACC001815,Professional,6116.56,71431.21,2026-07-04,Paused
SUB000676,ACC001252,Professional,5638.6,60617.44,2026-10-15,Active
SUB000677,ACC002465,Enterprise,30886.46,315844.88,2026-07-20,Trial
SUB000678,ACC001082,Enterprise,14476.06,158701.45,2027-04-21,Active
SUB000679,ACC000919,Enterprise,29726.25,340327.97,2027-05-08,Active
SUB000680,ACC001062,Enterprise,23350.37,258733.89,2027-07-02,Active
SUB000681,ACC001744,Enterprise,47133.21,562388.72,2026-08-25,Active
SUB000682,ACC001937,Professional,5210.38,57429.25,2027-03-17,Active
SUB000683,ACC000667,Professional,6892.01,79211.48,2026-05-04,Paused
SUB000684,ACC002216,Professional,3226.46,34510.23,2026-07-25,Trial
SUB000685,ACC001836,Growth,1020.27,11408.74,2026-11-14,Active
SUB000686,ACC002190,Enterprise,21295.7,249149.78,2026-12-03,Active
SUB000687,ACC001324,Growth,1526.19,16144.65,2026-10-02,Active
SUB000688,ACC000053,Enterprise,27215.16,292599.0,2027-05-16,Active
SUB000689,ACC001864,Growth,1499.3,17253.38,2026-09-18,Active
SUB000690,ACC002693,Professional,4843.06,51141.44,2026-05-06,Active
SUB000691,ACC001503,Enterprise,16208.12,180054.83,2026-07-20,Active
SUB000692,ACC001750,Enterprise,13590.07,152270.89,2026-04-28,Cancelled
