ticket_id,account_id,priority,issue_category,status,created_date,resolved_date,satisfaction_score
TKT0000355,ACC002275,Low,General Inquiry,Resolved,2026-05-20,2026-06-13,3.0
TKT0000356,ACC001454,Low,Feature Request,Closed,2025-09-28,2025-10-17,3.0
TKT0000357,ACC000475,High,Technical,In Progress,2025-10-23,,
TKT0000358,ACC000161,Critical,Technical,In Progress,2026-05-26,,
TKT0000359,ACC000086,Medium,General Inquiry,In Progress,2024-07-24,,
TKT0000360,ACC002683,Critical,Bug,Closed,2025-10-12,2025-10-12,2.0
TKT0000361,ACC001737,Low,Bug,Open,2024-07-23,,
TKT0000362,ACC002841,Medium,Technical,Open,2025-08-23,,
TKT0000363,ACC001528,Medium,Billing,Open,2025-07-13,,
TKT0000364,ACC001196,High,General Inquiry,Open,2026-05-21,,
TKT0000365,ACC001903,Low,Bug,In Progress,2024-11-10,,
TKT0000366,ACC002524,Medium,Bug,Resolved,2025-06-30,2025-07-05,3.0
TKT0000367,ACC002223,High,Technical,Open,2026-09-03,,
TKT0000368,ACC002288,Medium,General Inquiry,In Progress,2025-09-24,,
TKT0000369,ACC000770,High,Bug,Closed,2026-02-11,2026-02-12,1.0
TKT0000370,ACC001679,Medium,Billing,Resolved,2025-07-10,2025-07-15,3.0
TKT0000371,ACC001684,High,Technical,Open,2025-04-03,,
TKT0000372,ACC001185,Medium,Billing,In Progress,2026-01-07,,
TKT0000373,ACC002453,High,Technical,Closed,2025-02-24,2025-02-27,4.0
TKT0000374,ACC000866,Low,Bug,In Progress,2024-07-31,,
TKT0000375,ACC000935,Medium,Billing,Open,2025-06-23,,
TKT0000376,ACC002099,Critical,Technical,Resolved,2025-01-05,2025-01-05,5.0
TKT0000377,ACC001789,Low,Bug,Open,2025-05-16,,
TKT0000378,ACC002299,Medium,Bug,Resolved,2024-09-19,2024-09-23,1.0
TKT0000379,ACC002713,Medium,Technical,In Progress,2025-08-06,,
TKT0000380,ACC002909,Low,Billing,Open,2025-08-21,,
TKT0000381,ACC002255,High,Feature Request,Resolved,2024-07-21,2024-07-22,2.0
TKT0000382,ACC000393,Medium,Technical,Open,2025-06-04,,
TKT0000383,ACC002249,Medium,Billing,Closed,2025-09-01,2025-09-06,
TKT0000384,ACC000768,Medium,Bug,Resolved,2026-03-06,2026-03-13,
TKT0000385,ACC002677,Low,Feature Request,In Progress,2024-10-18,,
TKT0000386,ACC000821,Critical,Feature Request,Resolved,2024-07-29,2024-07-29,5.0
TKT0000387,ACC001547,Low,Feature Request,Open,2026-03-12,,
TKT0000388,ACC001667,High,General Inquiry,Resolved,2025-09-19,2025-09-21,5.0
TKT0000389,ACC001332,High,Billing,Resolved,2025-04-21,2025-04-23,5.0
TKT0000390,ACC002038,Medium,Billing,Open,2025-10-19,,
TKT0000391,ACC002912,Low,Bug,Resolved,2024-11-18,2024-11-28,4.0
TKT0000392,ACC000338,High,Bug,Resolved,2025-05-27,2025-05-28,2.0
TKT0000393,ACC001745,Medium,Feature Request,Closed,2025-02-12,2025-02-16,5.0
TKT0000394,ACC000296,Medium,Feature Request,Resolved,2025-07-28,2025-08-04,3.0
TKT0000395,ACC002181,Medium,Billing,Closed,2025-02-13,2025-02-19,5.0
TKT0000396,ACC001948,Critical,Bug,Resolved,2026-04-27,2026-04-28,4.0
TKT0000397,ACC002748,Medium,Billing,Resolved,2025-09-23,2025-09-28,1.0
TKT0000398,ACC002212,Critical,Feature Request,In Progress,2024-12-19,,
TKT0000399,ACC001665,High,Bug,Resolved,2025-11-03,2025-11-04,5.0
TKT0000400,ACC000185,Critical,Feature Request,Resolved,2025-04-09,2025-04-09,4.0
TKT0000401,ACC002368,Medium,Bug,Resolved,2024-10-09,2024-10-16,3.0
TKT0000402,ACC000285,High,Billing,Closed,2024-10-15,2024-10-17,3.0
TKT0000403,ACC002910,Medium,Billing,Open,2025-08-13,,
TKT0000404,ACC001013,Low,Billing,Resolved,2025-09-15,2025-09-24,5.0
TKT0000405,ACC001386,Low,General Inquiry,In Progress,2027-02-28,,
TKT0000406,ACC000807,High,Feature Request,Open,2024-11-08,,
TKT0000407,ACC001838,Low,Bug,Closed,2026-02-11,2026-03-03,5.0
TKT0000408,ACC002143,Low,General Inquiry,Resolved,2025-03-13,2025-04-09,3.0
TKT0000409,ACC002582,Low,General Inquiry,In Progress,2024-12-31,,
TKT0000410,ACC000121,Medium,Billing,Resolved,2026-09-28,2024-11-20,2.0
TKT0000411,ACC002904,Low,Billing,Resolved,2025-04-12,2025-04-21,2.0
TKT0000412,ACC002085,High,Technical,Closed,2025-12-28,2025-12-29,1.0
TKT0000413,ACC002240,Medium,Feature Request,In Progress,2026-06-12,,
TKT0000414,ACC002564,Low,Technical,Open,2026-03-02,,
TKT0000415,ACC002071,Low,Billing,Resolved,2025-11-02,2025-11-19,3.0
TKT0000416,ACC000782,Low,General Inquiry,Open,2025-10-14,,
TKT0000417,ACC000526,High,Bug,Resolved,2024-11-17,2024-11-20,4.0
TKT0000418,ACC002421,Critical,Feature Request,Resolved,2024-10-19,2024-10-20,4.0
TKT0000419,ACC001975,Medium,Billing,Closed,2026-06-27,2026-07-02,5.0
TKT0000420,ACC002468,Medium,Bug,Resolved,2027-01-29,2024-10-21,2.0
TKT0000421,ACC000436,Medium,Billing,Closed,2026-01-02,2026-01-09,4.0
TKT0000422,ACC000907,High,Feature Request,Open,2024-07-19,,
TKT0000423,ACC001209,Medium,Technical,Resolved,2026-03-25,2026-03-28,5.0
TKT0000424,ACC001469,Medium,Bug,Resolved,2024-07-20,2024-07-25,2.0
TKT0000425,ACC001114,Critical,Billing,Resolved,2025-06-07,2025-06-08,5.0
TKT0000426,ACC002297,Low,General Inquiry,Closed,2025-12-22,2026-01-14,1.0
TKT0000427,ACC001227,Critical,Billing,Resolved,2024-10-02,2024-10-03,3.0
TKT0000428,ACC000903,High,Technical,Open,2024-09-25,,
TKT0000429,ACC002195,Medium,Billing,Resolved,2025-06-07,2025-06-11,5.0
TKT0000430,ACC001720,Medium,Technical,Resolved,2026-01-27,2026-02-03,3.0
TKT0000431,ACC002236,Medium,General Inquiry,Resolved,2024-11-09,2024-11-13,5.0
TKT0000432,ACC001096,Medium,Feature Request,Open,2025-08-15,,
TKT0000433,ACC000761,Medium,Billing,Open,2024-08-05,,
TKT0000434,ACC001306,Low,Billing,Open,2025-09-15,,
TKT0000435,ACC001145,Medium,Billing,Resolved,2025-02-25,2025-03-02,
TKT0000436,ACC001839,High,Bug,Resolved,2026-06-29,2026-06-30,5.0
TKT0000437,ACC000182,Medium,Technical,Resolved,2025-11-02,2025-11-07,3.0
TKT0000438,ACC000146,Medium,Bug,Closed,2026-06-10,2026-06-16,3.0
TKT0000439,ACC000903,Low,Technical,Open,2025-11-12,,
TKT0000440,ACC001639,Medium,Bug,Open,2026-04-14,,
TKT0000441,ACC001082,High,Bug,Resolved,2026-03-12,2026-03-13,2.0
TKT0000442,ACC001732,Critical,General Inquiry,Resolved,2025-10-06,2025-10-06,2.0
TKT0000443,ACC001014,High,General Inquiry,Resolved,2026-06-07,2026-06-10,5.0
TKT0000444,ACC000543,High,General Inquiry,Resolved,2026-03-31,2026-04-01,1.0
TKT0000445,ACC001697,Medium,Feature Request,In Progress,2024-08-06,,
TKT0000446,ACC001985,High,General Inquiry,Resolved,2026-04-21,2026-04-22,2.0
TKT0000447,ACC002536,Medium,General Inquiry,Open,2025-03-10,,
TKT0000448,ACC002688,Low,Billing,Resolved,2025-10-14,2025-10-23,4.0
TKT0000449,ACC000116,High,Bug,Open,2024-11-05,,
TKT0000450,ACC002138,Low,Bug,Resolved,2026-04-26,2026-05-20,2.0
TKT0000451,ACC001525,Low,Feature Request,Open,2024-10-29,,
TKT0000452,ACC002573,Low,Technical,Resolved,2025-09-01,2025-09-23,2.0
TKT0000453,ACC000639,Low,Billing,Open,2025-10-17,,
TKT0000454,ACC001614,High,General Inquiry,Resolved,2024-09-03,2024-09-06,2.0
TKT0000455,ACC001351,Medium,Feature Request,Open,2026-01-26,,
TKT0000456,ACC000526,Low,Billing,Resolved,2026-06-08,2026-06-25,4.0
TKT0000457,ACC001766,High,Feature Request,Resolved,2025-10-18,2025-10-20,5.0
TKT0000458,ACC002334,Low,Technical,In Progress,2027-05-22,,
TKT0000459,ACC000805,Low,General Inquiry,Resolved,2026-01-02,2026-01-25,5.0
TKT0000460,ACC001334,Medium,Feature Request,Open,2026-05-03,,
TKT0000461,ACC001504,Low,General Inquiry,In Progress,2026-01-27,,
TKT0000462,ACC002693,Medium,Billing,Closed,2025-02-13,2025-02-18,1.0
TKT0000463,ACC000031,Low,Billing,In Progress,2025-06-14,,
TKT0000464,ACC001144,Low,Feature Request,In Progress,2025-04-10,,
TKT0000465,ACC002759,Medium,General Inquiry,In Progress,2025-08-03,,
TKT0000466,ACC001276,Critical,General Inquiry,Resolved,2026-01-05,2026-01-06,3.0
TKT0000467,ACC000035,Medium,Technical,Open,2024-11-28,,
TKT0000468,ACC001509,Medium,Technical,Open,2024-07-09,,
TKT0000469,ACC002392,Low,General Inquiry,Resolved,2025-06-04,2025-06-24,5.0
TKT0000470,ACC002759,Medium,Feature Request,In Progress,2025-09-12,,
TKT0000471,ACC000639,Medium,Feature Request,Closed,2025-12-15,2025-12-22,
TKT0000472,ACC002895,Critical,Bug,Open,2025-03-21,,
TKT0000473,ACC001750,Low,Billing,Closed,2025-06-06,2025-07-01,4.0
TKT0000474,ACC000184,Medium,Feature Request,Resolved,2026-04-08,2026-04-12,5.0
TKT0000475,ACC000524,High,General Inquiry,Resolved,2025-09-12,2025-09-13,1.0
TKT0000476,ACC000733,Low,Feature Request,In Progress,2025-01-31,,
TKT0000477,ACC001632,Low,Technical,Resolved,2026-02-14,2026-03-04,4.0
TKT0000478,ACC001834,Medium,Feature Request,In Progress,2025-06-10,,
TKT0000479,ACC000927,Low,Billing,In Progress,2025-08-20,,
TKT0000480,ACC001423,Critical,General Inquiry,Open,2024-08-29,,
TKT0000481,ACC001741,Low,Feature Request,In Progress,2026-08-01,,
TKT0000482,ACC001701,Low,Bug,In Progress,2025-08-27,,
TKT0000483,ACC002561,Low,General Inquiry,Closed,2025-10-14,2025-10-21,4.0
TKT0000484,ACC002370,Medium,Technical,Open,2026-07-03,,
TKT0000485,ACC000415,Low,Feature Request,In Progress,2025-08-20,,
TKT0000486,ACC001881,Low,Feature Request,In Progress,2025-04-27,,
TKT0000487,ACC000222,Low,General Inquiry,Closed,2026-02-07,2026-03-08,5.0
TKT0000488,ACC000294,Low,General Inquiry,Resolved,2024-10-22,2024-11-20,5.0
TKT0000489,ACC002294,Low,Technical,Closed,2024-10-24,2024-11-22,4.0
TKT0000490,ACC001634,High,General Inquiry,Resolved,2025-11-20,2025-11-23,4.0
TKT0000491,ACC001438,Medium,Billing,In Progress,2024-07-05,,
TKT0000492,ACC000571,Medium,General Inquiry,In Progress,2025-10-13,,
TKT0000493,ACC000057,Medium,Technical,Resolved,2024-12-26,2024-12-31,5.0
TKT0000494,ACC000371,Low,General Inquiry,Open,2025-12-30,,
TKT0000495,ACC002649,Medium,Billing,Resolved,2025-09-02,2025-09-05,3.0
TKT0000496,ACC002112,High,General Inquiry,Resolved,2025-10-02,2025-10-05,5.0
TKT0000497,ACC002701,Medium,General Inquiry,Resolved,2026-03-25,2026-04-01,3.0
TKT0000498,ACC002133,Medium,General Inquiry,Resolved,2024-08-21,2024-08-26,5.0
TKT0000499,ACC002061,Medium,Feature Request,Resolved,2025-09-08,2025-09-13,4.0
TKT0000500,ACC002422,Medium,Billing,Resolved,2026-06-14,2026-06-18,4.0
TKT0000501,ACC001732,Medium,Billing,Resolved,2024-07-05,2024-07-10,4.0
TKT0000502,ACC002621,High,Feature Request,In Progress,2025-01-24,,
TKT0000503,ACC001809,Low,Bug,Closed,2024-12-14,2024-12-31,3.0
TKT0000504,ACC002928,Low,Billing,Resolved,2024-10-31,2024-11-27,1.0
TKT0000505,ACC000610,Medium,Feature Request,In Progress,2024-12-08,,
TKT0000506,ACC001315,High,Bug,Open,2027-01-12,,
TKT0000507,ACC002416,High,Billing,Closed,2025-09-16,2025-09-18,2.0
TKT0000508,ACC000962,Medium,Billing,Open,2024-10-22,,
TKT0000509,ACC002431,High,Bug,In Progress,2025-03-01,,
TKT0000510,ACC002221,Low,General Inquiry,In Progress,2026-05-19,,
TKT0000511,ACC000489,Critical,General Inquiry,Resolved,2024-10-28,2024-10-29,5.0
TKT0000512,ACC000263,Medium,Bug,Open,2026-01-13,,
TKT0000513,ACC002760,Medium,General Inquiry,Open,2025-11-08,,
TKT0000514,ACC001506,High,Bug,Open,2025-09-29,,
TKT0000515,ACC002152,High,Billing,Open,2024-08-25,,
TKT0000516,ACC000169,Medium,Billing,In Progress,2024-11-03,,
TKT0000517,ACC001768,Medium,Bug,In Progress,2025-09-04,,
TKT0000518,ACC000400,High,Feature Request,Resolved,2026-01-06,2026-01-09,2.0
TKT0000519,ACC000869,Low,Billing,Open,2026-05-26,,
TKT0000520,ACC001558,Medium,Bug,Resolved,2026-04-15,2026-04-21,4.0
TKT0000521,ACC002559,Medium,Billing,In Progress,2026-02-09,,
TKT0000522,ACC002853,Low,General Inquiry,Resolved,2024-08-18,2024-09-01,1.0
TKT0000523,ACC001951,Medium,Feature Request,Open,2025-11-05,,
TKT0000524,ACC002809,High,Feature Request,Resolved,2025-05-18,2025-05-20,5.0
TKT0000525,ACC002856,Medium,Feature Request,Open,2026-02-10,,
TKT0000526,ACC002663,Medium,Bug,Resolved,2024-12-20,2024-12-24,4.0
TKT0000527,ACC002155,Medium,Billing,Open,2025-11-29,,
TKT0000528,ACC001954,Low,General Inquiry,In Progress,2025-03-27,,
TKT0000529,ACC000712,Low,Bug,Resolved,2025-02-25,2025-03-26,4.0
TKT0000530,ACC001784,Medium,Bug,Resolved,2025-11-21,2025-11-26,4.0
TKT0000531,ACC000643,Medium,General Inquiry,Open,2026-04-18,,
TKT0000532,ACC002278,Low,Feature Request,Resolved,2025-10-01,2025-10-22,4.0
TKT0000533,ACC001621,High,General Inquiry,In Progress,2026-03-25,,
TKT0000534,ACC002207,Medium,Billing,Closed,2024-11-17,2024-11-24,2.0
TKT0000535,ACC002313,Medium,Bug,Resolved,2025-07-22,2025-07-28,4.0
TKT0000536,ACC002409,Medium,Bug,Resolved,2024-07-22,2024-07-25,
TKT0000537,ACC002240,Medium,General Inquiry,Open,2025-12-31,,
TKT0000538,ACC000400,Low,General Inquiry,Open,2026-01-06,,
TKT0000539,ACC000491,High,General Inquiry,Open,2025-05-26,,
TKT0000540,ACC002016,High,General Inquiry,In Progress,2025-12-06,,
TKT0000541,ACC000380,Low,Billing,In Progress,2024-12-23,,
TKT0000542,ACC000640,High,General Inquiry,Closed,2024-11-09,2024-11-10,5.0
TKT0000543,ACC000699,Medium,Bug,In Progress,2025-11-20,,
TKT0000544,ACC002029,Medium,Billing,Resolved,2025-06-24,2025-06-30,3.0
TKT0000545,ACC001016,Medium,Billing,Resolved,2024-08-14,2024-08-17,2.0
TKT0000546,ACC002398,High,Feature Request,Open,2025-12-20,,
TKT0000547,ACC002333,Medium,General Inquiry,Closed,2026-06-26,2026-06-30,2.0
TKT0000548,ACC000791,Low,Bug,Resolved,2024-11-26,2024-12-04,5.0
TKT0000549,ACC002346,Medium,Technical,Closed,2024-10-28,2024-11-02,2.0
TKT0000550,ACC001285,High,Billing,Resolved,2025-01-31,2025-02-02,4.0
TKT0000551,ACC002303,High,Feature Request,In Progress,2025-07-21,,
TKT0000552,ACC000812,Medium,Bug,Closed,2024-11-17,2024-11-20,1.0
TKT0000553,ACC001576,High,Bug,Resolved,2025-03-26,2025-03-27,3.0
TKT0000554,ACC000273,Critical,Feature Request,In Progress,2025-02-17,,
TKT0000555,ACC000911,Medium,Bug,Open,2025-11-24,,
TKT0000556,ACC001316,Low,Technical,In Progress,2025-09-13,,
TKT0000557,ACC001038,Medium,Feature Request,Closed,2025-06-28,2025-07-01,1.0
TKT0000558,ACC002859,Medium,Technical,Open,2026-03-08,,
TKT0000559,ACC000322,High,General Inquiry,Resolved,2026-04-22,2026-04-25,5.0
TKT0000560,ACC000087,Medium,Bug,Open,2025-01-31,,
TKT0000561,ACC002340,Low,General Inquiry,Resolved,2025-01-23,2025-02-08,2.0
TKT0000562,ACC000095,Medium,Billing,Resolved,2024-11-18,2024-11-22,2.0
TKT0000563,ACC001070,Critical,Billing,Resolved,2024-08-15,2024-08-15,3.0
TKT0000564,ACC000589,Low,Bug,Open,2026-05-16,,
TKT0000565,ACC001077,Low,General Inquiry,Closed,2025-01-07,2025-01-21,3.0
TKT0000566,ACC001666,Low,Bug,Open,2025-06-15,,
TKT0000567,ACC002352,Low,Feature Request,Resolved,2024-10-04,2024-10-30,2.0
TKT0000568,ACC002361,Medium,Technical,Resolved,2025-05-29,2025-06-04,5.0
TKT0000569,ACC002781,Low,Feature Request,In Progress,2025-12-15,,
TKT0000570,ACC001840,Medium,General Inquiry,Resolved,2025-07-04,2025-07-11,2.0
TKT0000571,ACC001431,Critical,Bug,In Progress,2024-09-21,,
TKT0000572,ACC000379,Low,Bug,In Progress,2024-07-09,,
TKT0000573,ACC001457,Low,Feature Request,Closed,2024-11-06,2024-11-27,3.0
TKT0000574,ACC002258,High,Bug,In Progress,2025-03-25,,
TKT0000575,ACC002558,Medium,Technical,Resolved,2025-03-10,2025-03-15,2.0
TKT0000576,ACC002234,Low,General Inquiry,In Progress,2026-04-12,,
TKT0000577,ACC001237,High,General Inquiry,In Progress,2025-08-24,,
TKT0000578,ACC001382,Medium,Billing,Resolved,2024-08-02,2024-08-05,3.0
TKT0000579,ACC001135,Medium,Feature Request,Open,2024-12-02,,
TKT0000580,ACC000717,Low,Billing,Closed,2025-04-16,2025-04-25,4.0
TKT0000581,ACC000534,High,Billing,In Progress,2024-08-16,,
TKT0000582,ACC001095,Medium,Feature Request,Open,2026-04-02,,
TKT0000583,ACC002099,Low,General Inquiry,Open,2025-05-04,,
TKT0000584,ACC001292,High,Technical,Resolved,2025-12-12,2025-12-13,1.0
TKT0000585,ACC002379,Medium,Feature Request,In Progress,2025-06-20,,
TKT0000586,ACC002941,Medium,Bug,Open,2025-04-27,,
TKT0000587,ACC002520,Low,Feature Request,Resolved,2026-03-25,2026-04-20,5.0
TKT0000588,ACC000180,Medium,Feature Request,Resolved,2025-06-25,2025-06-28,3.0
TKT0000589,ACC001083,High,Billing,Resolved,2024-10-08,2024-10-09,3.0
TKT0000590,ACC000065,Medium,Billing,Resolved,2026-03-24,2026-03-29,5.0
TKT0000591,ACC002620,High,Billing,Closed,2026-03-12,2026-03-13,4.0
TKT0000592,ACC000034,High,Technical,Open,2024-08-19,,
TKT0000593,ACC001409,High,Bug,Resolved,2025-05-10,2025-05-11,1.0
TKT0000594,ACC001401,Medium,Bug,Closed,2025-06-08,2025-06-11,3.0
TKT0000595,ACC002923,Medium,Billing,Open,2024-07-17,,
TKT0000596,ACC002602,Medium,Technical,Resolved,2024-08-11,2024-08-18,5.0
TKT0000597,ACC001546,Low,Bug,Open,2024-11-15,,
TKT0000598,ACC000881,Low,Technical,Open,2024-10-31,,
TKT0000599,ACC002584,Medium,Technical,Resolved,2024-09-18,2024-09-23,3.0
TKT0000600,ACC001901,Medium,Feature Request,In Progress,2025-12-23,,
TKT0000601,ACC002668,Critical,Feature Request,Closed,2026-07-04,2026-07-05,2.0
TKT0000602,ACC002534,Medium,General Inquiry,Resolved,2024-09-05,2024-09-11,5.0
TKT0000603,ACC000896,Medium,Technical,Resolved,2025-06-15,2025-06-19,1.0
TKT0000604,ACC000296,Critical,Technical,Open,2025-05-09,,
TKT0000605,ACC002755,Medium,Bug,Open,2024-09-17,,
TKT0000606,ACC001727,Low,Technical,Resolved,2024-12-29,2025-01-18,
TKT0000607,ACC000870,Medium,Billing,Resolved,2025-10-31,2025-11-03,1.0
TKT0000608,ACC002084,Low,Technical,Resolved,2025-10-08,2025-11-01,3.0
TKT0000609,ACC000203,Medium,Feature Request,Closed,2027-03-15,2025-12-21,4.0
TKT0000610,ACC002599,High,Feature Request,In Progress,2025-10-27,,
TKT0000611,ACC001317,Low,General Inquiry,Resolved,2025-05-26,2025-06-24,1.0
TKT0000612,ACC001097,Medium,Technical,Closed,2025-04-08,2025-04-14,3.0
TKT0000613,ACC001876,High,General Inquiry,In Progress,2024-09-01,,
TKT0000614,ACC001914,Medium,General Inquiry,Resolved,2024-10-31,2024-11-04,5.0
TKT0000615,ACC000036,Critical,Bug,In Progress,2024-11-02,,
TKT0000616,ACC002805,Low,Feature Request,Closed,2024-10-23,2024-10-31,2.0
TKT0000617,ACC002917,Low,Billing,Resolved,2025-02-27,2025-03-10,2.0
TKT0000618,ACC002611,Low,General Inquiry,In Progress,2024-11-04,,
TKT0000619,ACC001073,Critical,Bug,In Progress,2026-05-20,,
TKT0000620,ACC002360,Medium,General Inquiry,Open,2024-09-15,,
TKT0000621,ACC000869,High,Bug,Closed,2024-12-22,2024-12-24,2.0
TKT0000622,ACC001333,Low,Technical,Open,2025-12-05,,
TKT0000623,ACC002906,Low,Technical,In Progress,2024-11-16,,
TKT0000624,ACC001458,High,General Inquiry,In Progress,2026-02-19,,
TKT0000625,ACC002052,Critical,General Inquiry,Resolved,2024-09-25,2024-09-25,3.0
TKT0000626,ACC000156,High,Technical,Open,2026-09-06,,
TKT0000627,ACC002860,Low,Billing,Open,2024-12-28,,
TKT0000628,ACC000527,Medium,General Inquiry,Resolved,2026-10-21,2025-12-31,3.0
TKT0000629,ACC001920,Medium,Technical,Open,2025-07-07,,
TKT0000630,ACC001458,Medium,Feature Request,Closed,2025-12-27,2026-01-01,2.0
TKT0000631,ACC002914,Low,Billing,In Progress,2026-05-29,,
TKT0000632,ACC002687,Medium,Technical,Open,2024-10-25,,
TKT0000633,ACC001221,Medium,Technical,Open,2024-09-09,,
TKT0000634,ACC001155,Medium,Technical,Resolved,2024-11-28,2024-12-05,3.0
TKT0000635,ACC000500,Medium,General Inquiry,Resolved,2024-09-01,2024-09-06,4.0
TKT0000636,ACC001151,Low,Billing,Closed,2026-03-27,2026-04-25,2.0
TKT0000637,ACC002636,Medium,Billing,In Progress,2026-07-04,,
TKT0000638,ACC002666,Low,General Inquiry,Resolved,2025-11-30,2025-12-12,2.0
TKT0000639,ACC001554,Low,Feature Request,Open,2024-07-20,,
TKT0000640,ACC002322,Medium,General Inquiry,In Progress,2024-07-28,,
TKT0000641,ACC001157,Medium,Billing,Resolved,2026-07-04,2026-07-06,5.0
TKT0000642,ACC000422,Critical,Feature Request,In Progress,2025-10-24,,
TKT0000643,ACC000408,Low,Bug,Closed,2025-08-28,2025-09-24,5.0
TKT0000644,ACC001764,Low,Technical,Closed,2024-09-13,2024-10-06,3.0
TKT0000645,ACC001827,Low,Feature Request,Resolved,2025-04-22,2025-05-20,2.0
TKT0000646,ACC002915,High,Technical,Resolved,2025-10-15,2025-10-16,2.0
TKT0000647,ACC001119,High,General Inquiry,Open,2024-12-12,,
TKT0000648,ACC001795,High,Bug,Resolved,2025-10-15,2025-10-17,5.0
TKT0000649,ACC002965,Low,Billing,In Progress,2026-01-19,,
TKT0000650,ACC001970,Low,Technical,Resolved,2026-04-05,2026-04-29,1.0
TKT0000651,ACC002134,Low,General Inquiry,In Progress,2024-11-21,,
TKT0000652,ACC001960,Medium,Feature Request,Open,2026-02-20,,
TKT0000653,ACC002627,High,Technical,Open,2025-07-28,,
TKT0000654,ACC000340,High,Billing,Closed,2025-10-25,2025-10-26,3.0
TKT0000655,ACC002131,Medium,General Inquiry,Open,2025-05-29,,
TKT0000656,ACC002360,High,Technical,In Progress,2024-10-01,,
TKT0000657,ACC002869,High,General Inquiry,Resolved,2025-12-09,2025-12-10,3.0
TKT0000658,ACC001270,High,Feature Request,Closed,2024-09-26,2024-09-27,4.0
TKT0000659,ACC000185,High,Billing,Open,2024-12-11,,
TKT0000660,ACC002052,Medium,Bug,Closed,2025-10-18,2025-10-25,1.0
TKT0000661,ACC000038,Medium,General Inquiry,In Progress,2026-04-27,,
TKT0000662,ACC001196,Medium,Feature Request,In Progress,2025-11-13,,
TKT0000663,ACC002417,Medium,Feature Request,Open,2025-05-18,,
TKT0000664,ACC002612,Medium,Billing,Resolved,2025-07-31,2025-08-04,4.0
TKT0000665,ACC000550,Medium,Billing,Resolved,2024-09-20,2024-09-25,2.0
TKT0000666,ACC002744,Medium,General Inquiry,In Progress,2024-11-22,,
TKT0000667,ACC001180,Low,Feature Request,Open,2025-09-14,,
TKT0000668,ACC002087,Critical,General Inquiry,Resolved,2026-04-03,2026-04-04,1.0
TKT0000669,ACC000345,Low,Feature Request,Open,2024-08-14,,
TKT0000670,ACC000749,High,Technical,Resolved,2026-02-11,2026-02-14,3.0
TKT0000671,ACC000550,Medium,Billing,Resolved,2025-10-15,2025-10-20,3.0
TKT0000672,ACC002109,Medium,Billing,In Progress,2025-08-28,,
TKT0000673,ACC000811,Low,General Inquiry,Open,2024-11-11,,
TKT0000674,ACC002212,Medium,Billing,Resolved,2025-05-01,2025-05-07,2.0
TKT0000675,ACC002700,Medium,Bug,Closed,2024-08-05,2024-08-10,1.0
TKT0000676,ACC000302,Critical,Bug,Resolved,2026-04-19,2026-04-20,4.0
TKT0000677,ACC001953,High,Bug,Resolved,2024-07-07,2024-07-08,3.0
TKT0000678,ACC001997,Medium,General Inquiry,Closed,2025-02-20,2025-02-27,1.0
TKT0000679,ACC001099,Low,Bug,Closed,2026-04-19,2026-04-26,1.0
TKT0000680,ACC001502,High,Feature Request,Open,2025-09-28,,
TKT0000681,ACC001495,Medium,Technical,Open,2025-03-03,,
TKT0000682,ACC002229,Low,Bug,Closed,2026-04-12,2026-05-08,4.0
TKT0000683,ACC001816,Low,Feature Request,Resolved,2024-08-12,2024-08-24,2.0
