activity_id,account_id,page_views,sessions,average_session_time,downloads,webinar_attendance,last_visit
ACT00000429,ACC001571,2842,381,404.5,8,7,2026-05-20
ACT00000430,ACC000092,2796,132,631.2,15,9,2026-05-28
ACT00000431,ACC002732,537,88,416.6,10,2,2026-06-25
ACT00000432,ACC001545,487,89,102.2,6,0,2026-06-13
ACT00000433,ACC002706,4833,1607,662.0,115,92,2026-06-09
ACT00000434,ACC000662,759,27,562.0,3,5,2026-05-21
ACT00000435,ACC002599,2312,296,302.2,36,7,2026-07-06
ACT00000436,ACC000062,95,45,183.5,14,3,2026-05-28
ACT00000437,ACC002788,192,22,210.7,1,2,2026-07-21
ACT00000438,ACC001939,120,37,144.1,6,2,2026-06-29
ACT00000439,ACC000760,239,12,162.1,7,0,2026-05-07
ACT00000440,ACC000643,12579,1665,1420.3,75,81,2026-05-28
ACT00000441,ACC002678,2545,334,699.7,33,4,2026-05-07
ACT00000442,ACC002510,177,12,57.3,4,2,2026-05-29
ACT00000443,ACC000868,196,23,236.2,1,2,2026-05-25
ACT00000444,ACC000936,1908,281,532.0,19,10,2026-05-14
ACT00000445,ACC000544,322,83,337.4,2,4,2026-06-09
ACT00000446,ACC002464,19476,744,1549.8,195,10,2026-06-07
ACT00000447,ACC001302,2536,149,892.9,13,2,2026-06-20
ACT00000448,ACC001410,947,76,732.5,15,15,2026-07-03
ACT00000449,ACC001079,586,30,202.0,2,4,2026-07-02
ACT00000450,ACC001746,581,13,118.9,2,4,2026-05-24
ACT00000451,ACC001940,896,328,553.3,17,15,2026-05-11
ACT00000452,ACC002702,636,88,162.1,5,2,2026-06-14
ACT00000453,ACC000241,8472,1665,1136.8,86,85,2026-05-15
ACT00000454,ACC002352,1822,362,729.9,39,8,2026-07-05
ACT00000455,ACC002335,2081,203,246.4,31,2,2026-07-02
ACT00000456,ACC000571,2923,172,410.0,15,3,2026-05-21
ACT00000457,ACC000834,1702,86,451.7,7,14,2026-06-14
ACT00000458,ACC001466,11,13,249.7,5,0,2026-05-18
ACT00000459,ACC001003,1469,294,578.1,37,2,2026-05-30
ACT00000460,ACC001489,84,26,64.7,1,2,2026-05-19
ACT00000461,ACC000244,-156,71,552.5,1,5,2026-06-19
ACT00000462,ACC001547,-2754,97,225.1,33,4,2026-06-26
ACT00000463,ACC000535,756,42,182.8,7,0,2026-06-26
ACT00000464,ACC000818,788,27,329.1,7,1,2026-05-24
ACT00000465,ACC000493,106,4,263.0,4,2,2026-05-17
ACT00000466,ACC000492,1620,185,200.5,16,10,2026-07-05
ACT00000467,ACC002895,327,347,245.7,29,14,2026-05-30
ACT00000468,ACC002626,-463,39,439.8,14,2,2026-05-29
ACT00000469,ACC001690,203,63,545.9,10,5,2026-06-20
ACT00000470,ACC002828,697,139,378.2,19,10,2026-06-10
ACT00000471,ACC000250,476,25,413.0,6,2,2026-05-10
ACT00000472,ACC001244,1737,69,775.1,29,15,2026-05-30
ACT00000473,ACC002972,79,18,210.2,0,1,2026-06-24
ACT00000474,ACC000165,120,7,34.9,4,0,2026-07-05
ACT00000475,ACC000162,416,74,457.1,13,1,2026-06-29
ACT00000476,ACC001324,100,7,293.0,1,2,2026-06-28
ACT00000477,ACC002656,-291,54,69.2,3,1,2026-06-27
ACT00000478,ACC000358,523,293,180.6,19,6,2026-06-21
ACT00000479,ACC002369,364,57,412.6,15,3,2026-05-19
ACT00000480,ACC000355,224,77,202.0,13,1,2026-06-13
ACT00000481,ACC001290,1526,140,510.6,39,13,2026-06-03
ACT00000482,ACC001485,652,61,318.4,14,2,2026-06-30
ACT00000483,ACC001675,198,44,340.5,13,4,2026-05-12
ACT00000484,ACC001926,261,73,282.1,14,3,2026-05-27
ACT00000485,ACC001242,8888,1423,361.9,172,16,2026-06-12
ACT00000486,ACC000981,2473,315,1299.6,153,25,2026-06-27
ACT00000487,ACC002142,18823,1120,527.0,54,64,2026-05-10
ACT00000488,ACC000899,17883,553,649.7,63,20,2026-06-05
ACT00000489,ACC000441,3055,749,979.8,73,49,2026-05-15
ACT00000490,ACC001828,764,14,502.0,1,3,2026-05-31
ACT00000491,ACC001833,292,18,279.9,10,0,2026-06-15
ACT00000492,ACC000353,663,74,622.6,35,3,2026-05-28
ACT00000493,ACC000139,603,67,449.6,1,2,2026-07-04
ACT00000494,ACC002734,252,366,748.7,25,15,2026-06-28
ACT00000495,ACC002280,70,24,210.7,1,1,2026-07-04
ACT00000496,ACC000267,14593,519,706.0,92,44,2026-06-18
ACT00000497,ACC000057,1226,264,479.8,17,8,2026-06-28
ACT00000498,ACC002155,1560,167,793.0,6,7,2026-05-08
ACT00000499,ACC001021,2256,149,513.1,8,15,2026-05-31
ACT00000500,ACC002609,128,30,168.2,3,1,2026-06-28
ACT00000501,ACC002707,486,54,501.6,4,2,2026-05-12
ACT00000502,ACC000225,628,66,151.3,8,1,2026-06-01
ACT00000503,ACC001001,697,44,88.6,12,3,2026-05-19
ACT00000504,ACC001256,2372,228,257.0,39,11,2026-06-08
ACT00000505,ACC002475,3354,596,830.2,97,31,2026-05-19
ACT00000506,ACC002945,2717,165,227.7,31,7,2026-06-05
ACT00000507,ACC001821,71,5,170.6,3,2,2026-05-18
ACT00000508,ACC002107,16473,1143,1129.6,156,32,2026-06-19
ACT00000509,ACC000415,2071,229,191.1,33,14,2026-05-10
ACT00000510,ACC001348,204,58,302.0,13,4,2026-06-17
ACT00000511,ACC001473,991,61,856.5,35,10,2026-05-13
ACT00000512,ACC001601,2105,222,581.8,18,14,2026-06-14
ACT00000513,ACC001529,676,92,536.7,10,1,2026-06-10
ACT00000514,ACC000815,40,30,56.8,5,1,2026-05-22
ACT00000515,ACC001309,-508,16,100.5,13,0,2026-07-02
ACT00000516,ACC000521,77,13,151.9,2,1,2026-07-05
ACT00000517,ACC001322,2329,259,568.9,39,13,2026-05-16
ACT00000518,ACC002961,1858,307,132.2,30,5,2026-06-21
ACT00000519,ACC000771,51,26,115.2,2,0,2026-05-22
ACT00000520,ACC001696,671,36,443.3,10,3,2026-06-01
ACT00000521,ACC001516,427,91,277.2,11,2,2026-05-22
ACT00000522,ACC000504,76,35,597.7,11,4,2026-05-13
ACT00000523,ACC001773,874,394,469.6,5,15,2026-06-02
ACT00000524,ACC000839,11555,828,785.0,21,36,2026-05-14
ACT00000525,ACC000461,1827,1254,516.8,81,45,2026-06-03
ACT00000526,ACC000163,2463,393,540.1,16,2,2026-06-09
ACT00000527,ACC002981,91,30,83.1,0,1,2026-06-13
ACT00000528,ACC002677,19,27,171.2,4,0,2026-05-14
ACT00000529,ACC002391,560,13,536.1,1,5,2026-05-26
ACT00000530,ACC001415,-2059,1177,809.6,106,15,2026-05-26
ACT00000531,ACC000062,229,10,573.7,13,3,2026-06-24
ACT00000532,ACC000198,164,21,256.8,2,0,2026-06-27
ACT00000533,ACC000554,1248,150,428.5,35,8,2026-05-26
ACT00000534,ACC001798,2452,318,576.0,23,2,2026-06-06
ACT00000535,ACC001978,638,41,326.4,13,0,2026-05-07
ACT00000536,ACC000297,695,49,447.1,4,4,2026-05-13
ACT00000537,ACC002849,2350,136,747.2,19,13,2026-05-17
ACT00000538,ACC001382,13799,1530,1718.1,39,23,2026-06-16
ACT00000539,ACC000397,2115,373,391.2,36,3,2026-06-03
ACT00000540,ACC002772,17,13,129.5,0,1,2026-06-03
ACT00000541,ACC000819,1018,247,751.9,16,6,2026-05-12
ACT00000542,ACC000868,-39,5,146.8,4,0,2026-06-06
ACT00000543,ACC000814,87,30,214.2,1,1,2026-05-27
ACT00000544,ACC002056,1136,175,276.4,12,13,2026-05-08
ACT00000545,ACC000736,72,8,100.4,3,1,2026-06-13
ACT00000546,ACC000934,4642,468,799.1,150,71,2026-06-16
ACT00000547,ACC000362,2057,356,399.1,15,12,2026-05-07
ACT00000548,ACC000262,740,98,280.7,10,2,2026-06-13
ACT00000549,ACC001322,1536,197,152.8,31,15,2026-05-21
ACT00000550,ACC002352,911,290,868.7,25,2,2026-06-15
ACT00000551,ACC002001,326,13,544.5,8,5,2026-05-27
ACT00000552,ACC000171,2745,97,587.4,15,4,2026-06-15
ACT00000553,ACC002942,47,5,201.7,5,1,2026-05-31
ACT00000554,ACC002359,109,28,34.2,2,2,2026-05-25
ACT00000555,ACC000699,1113,92,883.2,38,15,2026-05-18
ACT00000556,ACC002069,436,84,814.1,32,12,2026-05-11
ACT00000557,ACC000578,137,75,167.9,11,5,2026-05-15
ACT00000558,ACC001412,183,16,132.9,3,0,2026-06-11
ACT00000559,ACC000806,2722,332,696.5,34,14,2026-07-03
ACT00000560,ACC001710,309,119,129.7,26,11,2026-05-19
ACT00000561,ACC002643,1054,260,717.6,19,9,2026-05-17
ACT00000562,ACC000818,597,17,517.4,7,2,2026-06-02
ACT00000563,ACC001825,761,40,519.3,7,0,2026-05-26
ACT00000564,ACC001903,2500,194,478.7,17,15,2026-07-06
ACT00000565,ACC001868,-509,16,325.4,9,4,2026-06-09
ACT00000566,ACC001072,17,8,241.3,2,0,2026-06-11
ACT00000567,ACC000727,212,16,337.7,1,5,2026-06-04
ACT00000568,ACC000252,352,55,291.7,14,1,2026-05-17
ACT00000569,ACC000367,460,70,380.2,7,0,2026-06-29
ACT00000570,ACC000842,208,35,452.0,7,5,2026-05-29
ACT00000571,ACC001430,1306,64,835.5,16,8,2026-05-16
ACT00000572,ACC000562,230,25,142.6,14,4,2026-07-02
ACT00000573,ACC000811,992,261,270.8,37,10,2026-07-05
ACT00000574,ACC000605,1433,267,573.0,35,4,2026-06-21
ACT00000575,ACC001445,1133,369,748.5,8,15,2026-05-25
ACT00000576,ACC000472,1598,223,354.2,18,7,2026-06-25
ACT00000577,ACC001123,135,4,238.6,1,2,2026-07-02
ACT00000578,ACC001706,79,61,439.8,1,5,2026-06-21
ACT00000579,ACC002250,742,27,230.8,8,3,2026-06-19
ACT00000580,ACC002700,670,280,136.6,35,12,2026-07-05
ACT00000581,ACC000247,11386,1354,414.2,79,95,2026-05-30
ACT00000582,ACC002068,143,11,153.3,2,0,2026-05-31
ACT00000583,ACC001614,112,8,230.4,1,2,2026-06-24
ACT00000584,ACC001692,2744,1501,911.6,174,95,2026-05-08
ACT00000585,ACC000003,2464,284,686.0,19,11,2026-06-20
ACT00000586,ACC000362,1370,152,454.5,26,8,2026-06-14
ACT00000587,ACC000734,6149,333,1543.9,156,97,2026-06-18
ACT00000588,ACC002770,385,27,339.7,14,5,2026-06-11
ACT00000589,ACC002111,16455,1287,1089.6,74,58,2026-05-26
ACT00000590,ACC000376,7612,1268,1243.8,164,14,2026-06-19
ACT00000591,ACC001940,2632,266,736.0,33,5,2026-07-06
ACT00000592,ACC000376,15224,609,1261.7,144,99,2026-07-04
ACT00000593,ACC000830,11831,228,1105.7,167,97,2026-07-01
ACT00000594,ACC002047,789,90,585.9,4,2,2026-05-26
ACT00000595,ACC000376,14142,316,370.6,147,61,2026-07-03
ACT00000596,ACC000763,163,11,37.1,3,1,2026-11-08
ACT00000597,ACC000216,188,8,128.0,0,0,2026-05-26
ACT00000598,ACC002385,601,66,116.5,11,0,2026-05-29
ACT00000599,ACC000052,2082,260,507.3,31,11,2026-06-11
ACT00000600,ACC000346,98,10,186.5,5,2,2026-09-12
ACT00000601,ACC000820,318,246,216.9,8,9,2026-06-18
ACT00000602,ACC001453,195,6,35.8,3,1,2026-07-06
ACT00000603,ACC001804,18693,805,865.0,161,70,2026-05-21
ACT00000604,ACC001081,3623,253,362.3,98,93,2026-05-11
ACT00000605,ACC002368,270,28,396.1,10,4,2026-05-29
ACT00000606,ACC000066,241,93,401.0,1,5,2026-06-23
ACT00000607,ACC001939,381,36,288.0,8,2,2026-06-30
ACT00000608,ACC002090,455,90,340.0,7,4,2026-06-06
ACT00000609,ACC000787,-512,58,319.1,12,4,2026-06-25
ACT00000610,ACC001047,307,23,63.7,11,0,2026-05-31
ACT00000611,ACC001200,169,4,235.1,1,0,2026-06-23
ACT00000612,ACC002235,7628,1900,1244.5,116,66,2026-06-12
ACT00000613,ACC001294,11097,1043,1252.6,174,89,2026-05-07
ACT00000614,ACC002170,1684,178,397.1,26,2,2026-06-03
ACT00000615,ACC000858,2526,233,658.8,5,8,2026-06-20
ACT00000616,ACC002773,16,25,233.3,2,1,2026-06-19
ACT00000617,ACC001832,131,1,200.4,2,1,2026-05-26
ACT00000618,ACC002223,8528,1373,810.7,168,72,2026-06-21
ACT00000619,ACC000655,460,71,78.8,8,2,2026-05-25
ACT00000620,ACC001681,118,6,59.3,4,2,2026-07-06
ACT00000621,ACC001243,-2775,79,472.5,5,4,2026-05-27
ACT00000622,ACC001396,19074,1090,864.9,117,49,2026-05-16
ACT00000623,ACC002198,112,5,218.3,4,2,2026-10-30
ACT00000624,ACC002315,3191,821,806.2,26,15,2026-06-24
ACT00000625,ACC001099,175,5,212.7,5,1,2026-05-22
ACT00000626,ACC002001,668,58,509.7,13,1,2026-07-06
ACT00000627,ACC001861,470,15,506.9,5,2,2026-06-18
ACT00000628,ACC002258,785,75,406.3,10,0,2026-05-18
ACT00000629,ACC000693,436,83,78.6,14,2,2026-07-05
ACT00000630,ACC001374,239,59,566.9,7,5,2026-06-06
ACT00000631,ACC000549,17760,764,1747.4,95,55,2026-06-08
ACT00000632,ACC001720,851,222,180.4,18,8,2026-12-12
ACT00000633,ACC001440,2430,280,411.0,26,7,2026-05-17
ACT00000634,ACC000794,1501,339,637.9,15,13,2026-05-17
ACT00000635,ACC002051,156,6,86.7,5,1,2026-06-25
ACT00000636,ACC001951,1805,79,554.4,12,8,2026-05-10
ACT00000637,ACC001605,63,30,542.3,4,3,2026-06-07
ACT00000638,ACC001660,1678,1140,753.9,42,13,2026-06-23
ACT00000639,ACC000427,138,99,278.4,15,1,2026-05-11
ACT00000640,ACC002980,1712,99,897.6,34,13,2026-06-16
ACT00000641,ACC002858,882,249,886.1,34,7,2026-06-03
ACT00000642,ACC001685,684,55,409.2,10,0,2026-06-10
ACT00000643,ACC000593,1640,313,379.0,12,15,2026-05-16
ACT00000644,ACC001552,182,2,124.3,4,2,2026-06-05
ACT00000645,ACC002078,766,180,646.2,12,14,2026-05-10
ACT00000646,ACC001214,977,179,657.3,6,13,2026-06-13
ACT00000647,ACC000108,-46,3,150.2,1,0,2026-06-04
ACT00000648,ACC002776,1423,115,885.6,35,3,2026-06-09
ACT00000649,ACC001589,1393,134,855.8,23,3,2026-06-28
ACT00000650,ACC000960,346,16,391.8,3,2,2026-06-09
ACT00000651,ACC000287,1449,381,818.5,7,5,2026-05-23
ACT00000652,ACC001566,695,100,394.3,3,5,2026-06-14
ACT00000653,ACC002220,1807,237,162.7,8,12,2026-06-11
ACT00000654,ACC000189,746,84,81.2,7,5,2026-06-09
ACT00000655,ACC000745,6,5,182.1,0,0,2026-06-12
ACT00000656,ACC001366,8613,1021,1129.0,32,24,2026-06-02
ACT00000657,ACC001857,1857,256,264.8,11,4,2026-05-17
ACT00000658,ACC002181,535,206,552.7,7,15,2026-06-29
ACT00000659,ACC001660,10138,1691,1560.1,197,24,2026-05-07
ACT00000660,ACC001255,260,57,309.3,10,0,2026-05-30
ACT00000661,ACC000554,1238,150,321.8,16,9,2026-06-30
ACT00000662,ACC001640,7882,1803,1241.3,66,39,2026-06-19
ACT00000663,ACC001394,518,369,776.7,24,6,2026-05-14
ACT00000664,ACC001820,315,35,595.4,7,3,2026-06-19
ACT00000665,ACC002877,15823,1539,1468.9,94,71,2026-06-27
ACT00000666,ACC000406,15666,1979,1664.1,192,52,2026-06-23
ACT00000667,ACC001266,719,61,437.7,22,7,2026-06-01
ACT00000668,ACC002733,287,60,164.2,6,14,2026-05-30
ACT00000669,ACC000350,279,27,595.2,11,5,2026-06-28
ACT00000670,ACC000913,116,99,61.9,2,1,2026-05-07
ACT00000671,ACC000767,92,68,586.4,10,3,2026-05-17
ACT00000672,ACC000261,2373,194,324.0,10,2,2026-09-20
ACT00000673,ACC001612,337,37,478.6,10,3,2026-07-02
ACT00000674,ACC001510,58,6,158.6,3,1,2026-06-15
ACT00000675,ACC001217,673,37,121.8,8,4,2026-10-31
ACT00000676,ACC002245,198,13,33.0,1,0,2026-06-11
ACT00000677,ACC001531,-6441,772,1039.5,139,45,2026-05-22
ACT00000678,ACC001443,185,6,147.3,3,0,2026-05-31
ACT00000679,ACC000697,29,10,70.2,4,1,2026-06-19
ACT00000680,ACC000936,2069,83,866.8,10,4,2026-06-21
ACT00000681,ACC002911,686,61,538.1,14,4,2026-07-02
ACT00000682,ACC000150,32,27,268.9,3,2,2026-06-25
ACT00000683,ACC002165,262,90,308.0,6,5,2026-06-09
ACT00000684,ACC002887,329,95,102.3,10,3,2026-10-19
ACT00000685,ACC000996,24,9,44.7,5,1,2026-06-15
ACT00000686,ACC001818,470,50,573.2,5,3,2026-05-21
ACT00000687,ACC000878,1160,349,798.0,35,15,2026-05-16
ACT00000688,ACC000910,103,20,316.1,6,1,2026-05-13
ACT00000689,ACC002773,66,29,47.7,1,2,2026-06-14
ACT00000690,ACC000721,713,12,308.9,9,0,2026-06-30
ACT00000691,ACC001410,2881,375,279.5,14,12,2026-05-19
ACT00000692,ACC002198,56,10,172.6,2,2,2026-05-23
ACT00000693,ACC002245,98,7,264.1,4,1,2026-05-12
ACT00000694,ACC001359,89,30,49.2,2,2,2026-06-19
ACT00000695,ACC000400,6360,1895,1094.9,114,54,2026-07-06
ACT00000696,ACC002469,1451,168,689.9,13,13,2026-05-31
ACT00000697,ACC001902,287,87,257.8,4,5,2026-09-03
ACT00000698,ACC002581,1343,206,593.8,21,4,2026-06-30
ACT00000699,ACC002932,698,53,171.8,8,5,2026-06-05
ACT00000700,ACC002884,1834,224,628.8,20,12,2026-05-27
ACT00000701,ACC000978,628,40,389.8,4,4,2026-06-25
ACT00000702,ACC002216,2370,259,500.7,11,8,2026-06-13
ACT00000703,ACC000227,4977,338,758.7,192,89,2026-06-15
ACT00000704,ACC001385,18,7,181.8,5,1,2026-06-09
ACT00000705,ACC001151,16491,1784,1216.6,132,46,2026-06-26
ACT00000706,ACC000772,469,68,381.9,2,2,2026-06-15
ACT00000707,ACC002414,18571,1478,1337.8,91,64,2026-06-17
ACT00000708,ACC001820,747,52,585.3,7,5,2026-05-21
ACT00000709,ACC000066,242,55,133.5,6,5,2026-06-15
ACT00000710,ACC002056,1346,96,390.9,13,3,2026-06-26
ACT00000711,ACC000894,2073,116,564.7,12,5,2026-05-23
ACT00000712,ACC002247,87,13,81.5,0,2,2026-05-26
ACT00000713,ACC000413,874,58,165.9,14,14,2026-06-24
ACT00000714,ACC000724,216,79,546.7,14,1,2026-06-09
ACT00000715,ACC001049,584,46,586.4,2,4,2026-06-11
ACT00000716,ACC000701,19020,290,753.6,64,67,2026-05-07
ACT00000717,ACC000109,6713,1283,910.2,180,23,2026-05-19
ACT00000718,ACC001920,19456,1860,305.2,161,89,2026-06-18
ACT00000719,ACC002747,393,39,206.6,15,1,2026-06-05
ACT00000720,ACC002419,1432,386,642.4,8,13,2026-06-07
ACT00000721,ACC002755,2147,269,652.6,39,9,2026-07-03
ACT00000722,ACC000006,146,16,231.6,3,1,2026-06-17
ACT00000723,ACC001498,497,62,68.9,15,4,2026-06-13
ACT00000724,ACC002640,18468,1018,1575.6,93,19,2026-05-13
ACT00000725,ACC000726,2221,334,663.5,19,7,2026-07-06
ACT00000726,ACC002768,496,80,573.7,9,5,2026-05-10
ACT00000727,ACC000114,640,75,328.5,15,3,2026-06-13
ACT00000728,ACC000106,116,84,85.1,8,0,2026-05-26
ACT00000729,ACC001596,-1252,373,847.5,32,5,2026-06-21
ACT00000730,ACC002508,13,18,129.7,4,0,2026-06-30
ACT00000731,ACC001184,7,12,170.4,0,2,2026-06-09
ACT00000732,ACC001667,947,56,539.8,7,8,2026-05-17
ACT00000733,ACC001644,656,38,458.3,13,1,2026-05-27
ACT00000734,ACC002767,107,82,144.8,12,2,2026-06-09
ACT00000735,ACC002384,9,2,74.1,2,2,2026-05-30
ACT00000736,ACC001644,76,58,400.4,11,1,2026-06-24
ACT00000737,ACC002189,3704,260,439.4,104,62,2026-07-02
ACT00000738,ACC002774,496,95,303.5,11,2,2026-05-15
ACT00000739,ACC000990,1066,234,801.5,34,14,2026-05-21
ACT00000740,ACC000680,520,150,149.8,30,6,2026-06-03
ACT00000741,ACC000830,16348,1271,1256.7,144,62,2026-05-30
ACT00000742,ACC001124,179,12,197.4,2,1,2026-05-09
ACT00000743,ACC002227,2310,133,334.6,39,10,2026-06-17
ACT00000744,ACC001660,12036,349,1337.0,191,10,2026-06-09
ACT00000745,ACC002415,712,184,693.5,16,8,2026-06-12
ACT00000746,ACC002926,77,22,151.4,4,1,2026-06-09
ACT00000747,ACC002778,2769,211,886.1,15,4,2026-06-10
ACT00000748,ACC001070,247,80,330.2,15,4,2026-06-03
ACT00000749,ACC001331,2419,92,419.8,15,3,2026-05-31
ACT00000750,ACC001594,2468,229,137.7,13,14,2026-05-26
ACT00000751,ACC001042,450,39,281.4,3,1,2026-06-11
ACT00000752,ACC000095,622,31,403.9,9,2,2026-06-16
ACT00000753,ACC000161,482,88,399.0,15,5,2026-07-05
ACT00000754,ACC000099,15864,1011,996.3,183,92,2026-05-22
ACT00000755,ACC000452,82,24,129.2,0,0,2026-05-13
ACT00000756,ACC000530,1476,86,619.6,32,9,2026-06-06
ACT00000757,ACC000163,1495,204,739.6,36,8,2026-05-28
ACT00000758,ACC001069,701,66,125.4,8,4,2026-05-18
ACT00000759,ACC000358,218,363,131.9,38,15,2026-05-14
ACT00000760,ACC001810,736,18,227.7,2,4,2026-06-23
ACT00000761,ACC001384,620,63,366.2,2,0,2026-06-08
ACT00000762,ACC001176,1370,115,328.5,26,13,2026-07-01
ACT00000763,ACC002681,1411,64,869.4,36,12,2026-06-02
ACT00000764,ACC000220,454,43,250.4,9,2,2026-05-24
ACT00000765,ACC001040,316,366,695.0,14,10,2026-05-31
ACT00000766,ACC001494,3428,541,1409.2,117,88,2026-05-25
ACT00000767,ACC002411,168,48,349.7,12,5,2026-05-31
ACT00000768,ACC001521,-773,74,876.2,18,12,2026-09-23
ACT00000769,ACC001176,2899,240,411.3,21,12,2026-06-18
ACT00000770,ACC000252,282,29,136.9,5,2,2026-06-03
ACT00000771,ACC001222,105,10,100.8,2,2,2026-06-17
ACT00000772,ACC002211,4017,631,1218.9,49,38,2026-05-13
ACT00000773,ACC002365,5223,1684,786.1,36,31,2026-07-01
ACT00000774,ACC001544,1353,97,567.3,13,13,2026-07-06
ACT00000775,ACC002848,458,13,202.6,10,0,2026-05-08
ACT00000776,ACC002644,2716,155,294.3,25,9,2026-05-07
ACT00000777,ACC001021,1866,161,167.5,24,4,2026-06-16
ACT00000778,ACC002721,624,80,105.3,6,4,2026-06-14
ACT00000779,ACC000608,2059,106,342.6,11,3,2026-06-15
ACT00000780,ACC002633,2386,314,495.6,11,12,2026-05-26
ACT00000781,ACC002447,31,1,151.8,2,2,2026-06-05
ACT00000782,ACC000660,453,19,574.5,1,0,2026-06-19
ACT00000783,ACC001820,450,41,71.9,9,1,2026-06-24
ACT00000784,ACC001126,2790,118,299.8,5,5,2026-06-05
ACT00000785,ACC002324,127,22,274.1,5,2,2026-05-22
ACT00000786,ACC000907,2620,244,511.4,15,11,2026-06-12
ACT00000787,ACC001844,12288,265,1175.7,122,49,2026-05-30
ACT00000788,ACC001115,111,11,199.5,4,0,2026-06-16
ACT00000789,ACC001207,72,20,104.2,0,2,2026-08-02
ACT00000790,ACC000663,537,294,748.6,14,9,2026-06-13
ACT00000791,ACC000088,1213,117,445.0,17,8,2026-05-15
ACT00000792,ACC002548,694,43,321.1,1,2,2026-06-18
ACT00000793,ACC002967,8052,1993,544.4,24,26,2026-06-08
ACT00000794,ACC000559,750,74,157.2,8,1,2026-07-01
ACT00000795,ACC000213,344,371,643.3,28,5,2026-06-19
ACT00000796,ACC002798,114,93,232.7,4,4,2026-06-17
ACT00000797,ACC001386,470,387,464.5,31,13,2026-05-24
ACT00000798,ACC002078,2165,223,765.8,21,6,2026-06-30
ACT00000799,ACC001270,1731,272,166.2,15,9,2026-05-11
ACT00000800,ACC001091,45,13,48.4,0,2,2026-12-01
ACT00000801,ACC002345,223,287,121.4,22,14,2026-06-29
ACT00000802,ACC000910,229,70,116.7,2,3,2026-06-13
ACT00000803,ACC000557,55,62,313.1,1,2,2026-05-27
ACT00000804,ACC002324,194,16,101.2,5,2,2026-06-04
ACT00000805,ACC000358,2830,106,396.9,19,8,2026-06-16
ACT00000806,ACC002066,633,29,239.0,4,1,2026-05-31
ACT00000807,ACC000118,496,41,491.6,12,3,2026-06-19
ACT00000808,ACC002598,61,8,63.4,1,2,2026-05-07
ACT00000809,ACC000701,6567,1235,753.8,81,56,2026-06-20
ACT00000810,ACC000853,493,14,384.5,9,1,2026-05-24
ACT00000811,ACC001708,1781,356,736.9,23,15,2026-06-27
ACT00000812,ACC002710,1385,1821,1416.8,37,62,2026-05-26
ACT00000813,ACC000096,707,16,557.5,13,4,2026-05-28
ACT00000814,ACC002777,312,122,283.2,16,13,2026-06-11
ACT00000815,ACC001370,183,59,380.3,1,0,2026-05-23
ACT00000816,ACC002346,144,76,448.4,12,0,2026-05-18
ACT00000817,ACC002084,200,36,426.9,11,2,2026-05-13
ACT00000818,ACC001591,15710,926,951.9,51,86,2026-05-15
ACT00000819,ACC000759,12404,1213,1576.2,185,32,2026-05-07
ACT00000820,ACC002269,625,49,346.7,8,0,2026-06-03
ACT00000821,ACC000335,1943,343,250.3,8,6,2026-06-28
ACT00000822,ACC002979,19595,722,1464.4,66,69,2026-05-28
ACT00000823,ACC001604,491,90,186.6,11,3,2026-06-07
ACT00000824,ACC002305,7112,964,728.8,76,87,2026-05-30
ACT00000825,ACC002091,169,66,317.2,2,2,2026-06-15
ACT00000826,ACC002087,61,91,431.5,8,4,2026-06-13
ACT00000827,ACC001051,2914,125,362.7,37,9,2026-06-03
ACT00000828,ACC001828,252,70,264.9,8,3,2026-05-28
ACT00000829,ACC001102,1093,132,317.1,35,6,2026-06-17
ACT00000830,ACC000193,1139,352,678.9,12,10,2026-06-30
ACT00000831,ACC001135,11770,1417,532.8,200,63,2026-05-13
ACT00000832,ACC002397,771,46,380.3,3,5,2026-05-07
ACT00000833,ACC002499,11547,561,633.0,48,66,2026-06-14
ACT00000834,ACC000288,486,86,268.9,11,5,2026-05-13
ACT00000835,ACC002641,445,43,164.1,11,4,2026-05-11
ACT00000836,ACC002495,186,94,76.2,9,3,2026-05-08
ACT00000837,ACC001014,1193,309,334.3,20,10,2026-05-16
ACT00000838,ACC000067,162,25,250.4,3,2,2026-05-28
ACT00000839,ACC001082,19256,1960,1098.9,177,80,2026-05-28
ACT00000840,ACC002282,123,12,235.6,0,2,2026-05-22
ACT00000841,ACC002341,238,48,544.4,8,4,2026-05-31
ACT00000842,ACC000013,15726,349,905.8,155,65,2026-07-02
ACT00000843,ACC000806,1009,370,443.0,34,7,2026-06-28
ACT00000844,ACC001876,2461,247,807.2,23,3,2026-06-20
ACT00000845,ACC002674,552,255,679.6,12,8,2026-05-16
ACT00000846,ACC002784,237,47,458.6,3,0,2026-05-19
ACT00000847,ACC001187,151,8,277.4,2,0,2026-05-14
ACT00000848,ACC002669,12959,1725,1166.3,136,81,2026-05-30
ACT00000849,ACC001468,2734,133,308.2,8,3,2026-06-18
ACT00000850,ACC002546,2947,387,125.9,19,9,2026-06-24
ACT00000851,ACC000037,16767,1083,1101.9,193,86,2026-07-04
ACT00000852,ACC001261,745,60,258.1,9,4,2026-05-24
ACT00000853,ACC001279,634,57,206.7,2,5,2026-05-19
ACT00000854,ACC000826,712,15,91.5,13,2,2026-05-10
ACT00000855,ACC002298,113,1,175.8,1,1,2026-05-07
